MANUFACTURER	MODEL	PUMP	VENTING TYPE	CAPACITY RANGE	CAPACITY RANGE	CAPACITY AT 45 RISE	BTU/HR INPUT	ENERGY FACTOR	THERMAL EFFICIENCY	WIDTH	HEIGHT	DEPTH	OPERATING WEIGHT	WATER CONN	GAS CONN	COMBUSTION AIR	EXHAUST AIR	ELECTRIC SUPPLY	ELECTRIC POWER	
NAVIEN	NPN-180E	external	No Venting	0.5	6.6	6.6	180000	0.81		14	23	9.3	60	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	88	https://www.navieninc.com/products/npn-180e
NAVIEN	NPN-199E	recirc pump	No Venting	0.5	7.4	7.4	199900	0.81		14	23	9.3	60	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	120	https://www.navieninc.com/products/npn-199e
NORITZ	EZ98DV	external	Direct Vent	0.5	9.8	7.6	180000	0.97		14.1	25.9	11.3	70	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	75	https://www.noritz.com/product/ez111/
NORITZ	EZ111DV	recirc pump	Direct Vent	0.5	11.1	8.7	199900	0.97		14.1	25.9	11.3	70	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	96	https://www.noritz.com/product/ez98/
NORITZ	NRCR92DV	external	Direct Vent	0.5	9.2	7.1	165000	0.97		18.5	27	12.8	73	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	185	https://www.noritz.com/products/
NORITZ	NRCRC111DV	recirc pump	Direct Vent	0.5	11.1	8.7	199900	0.97		18.5	27	12.8	73	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	218	https://www.noritz.com/products/
NORITZ	NCC199CDV	external	Direct Vent	0.5	11.1	8.7	199900	0.97	98	18.5	27	14.1	70	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	96	https://www.noritz.com/product/ncc199cdv/
NORITZ	NRCB199DV	recirc pump	Direct Vent	0.5	11.1	8.4	199900		0.95	18.5	27	14.1	95	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	210	https://www.noritz.com/product/nrcb199/
NORITZ	NRCB180DV	external	Direct Vent	0.5	9.8	7.5	180000		0.95	18.5	27	14.1	95	0.75	0.75	2 or 3 	2 or 3 	120V / 1PH/ 60 HZ	200	https://www.noritz.com/product/nrcb180/
NORITZ	NCC300DV	recirc pump	Direct Vent	0.5	13.2	12.4	300000		0.97	18.9	32.7	14.2	110	1	0.75	4	4	120V / 1PH/ 60 HZ	121	https://www.noritz.com/product/ncc300dv/
NORITZ	NCC300OD	external	Direct Vent	0.5	13.2	12.4	300000		0.97	18.9	32.7	14.2	108	1	0.75	4	4	120V / 1PH/ 60 HZ	107	https://www.noritz.com/product/ncc300od/
NORITZ	EZTR40	recirc pump	Indoor venting only	0.5	6.6	4.9	120000	0.87		18.3	27.2	9.4	50	0.75	0.5	3.9	3.9	120V / 1PH/ 60 HZ	83	https://www.noritz.com/product/eztr40/
NORITZ	NRCP111	external	Direct Vent	0.5	11.1	8.6	199000	0.97		17.3	27.6	14.8	85	0.75	0.75	3	3	120V / 1PH/ 60 HZ	172	https://www.noritz.com/product/nrcp111/
NORITZ	NRCP98	recirc pump	Direct Vent	0.5	10.1	7.8	180000	0.97		17.3	27.6	14.8	85	0.75	0.75	3	3	120V / 1PH/ 60 HZ	172	https://www.noritz.com/product/nrcp98/
NORITZ	NRC111DV	recirc pump	Direct Vent	0.5	11.1	8.4	199900	0.91		18.3	24.2	9.4	66	0.75	0.75	3 or 4	3 or 4	120V / 1PH/ 60 HZ	78	https://www.noritz.com/product/nrc111dv/
NORITZ	NRC111OD	external	Standard	0.5	11.1	8.4	199900	0.91		18.3	24.2	9.4	66	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	81	https://www.noritz.com/product/nrc111od/
NORITZ	NRC98DV	recirc pump	Direct Vent	0.5	9.8	7.5	180000	0.91		18.3	24.2	9.4	58	0.75	0.75	3 or 4	3 or 4	120V / 1PH/ 60 HZ	73	https://www.noritz.com/product/nrc98dv/
NORITZ	NRC98OD	external	Standard	0.5	9.8	7.5	180000	0.92		18.3	24.2	9.4	58	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	64	https://www.noritz.com/product/nrc98-od/
NORITZ	NRC711DV	recirc pump	Direct Vent	0.5	7.1	6.5	157000	0.89		13.8	23.6	6.7	41	0.75	0.5	3	3	120V / 1PH/ 60 HZ	71	https://www.noritz.com/product/nrc71dv/
NORITZ	NRC711OD	external	Standard	0.5	7.1	6.5	157000	0.89		13.8	23.6	6.7	40	0.75	0.5	N/A	N/A	120V / 1PH/ 60 HZ	52	https://www.noritz.com/product/nrc71od/
NORITZ	NRC66DV	recirc pump	Direct Vent	0.5	6.6	4.9	120000	0.89		13.8	20.5	6.7	39	0.75	0.5	3	3	120V / 1PH/ 60 HZ	54	https://www.noritz.com/product/nrc66-dv/
NORITZ	NRC66OD	external	Standard	0.5	6.6	4.9	120000	0.89		13.8	20.5	6.7	36	0.75	0.5	N/A	N/A	120V / 1PH/ 60 HZ	43	https://www.noritz.com/product/nrc66od/
NORITZ	NR98SV	recirc pump	Power Vent	0.5	9.8	7.5	199900	0.81		13.8	23.6	9.4	54	0.75	0.75	5 or 3	5 or 3	120V / 1PH/ 60 HZ	62	https://www.noritz.com/product/nr98sv/
NORITZ	NR98DVC	external	Concentric Direct Vent	0.5	9.8	7.5	199900	0.81		13.8	23.6	9.4	58	0.75	0.75	4	4	120V / 1PH/ 60 HZ	85	https://www.noritz.com/product/nr98dvc/
NORITZ	NR98OD	recirc pump	Standard	0.5	9.8	7.5	199900	0.81		13.8	23.6	9.4	54	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	65	https://www.noritz.com/product/nr98od/
NORITZ	NR83DVC	external	Concentric Direct Vent	0.5	8.3	6.7	180000	0.85		13.8	23.6	9.4	49	0.75	0.75	5 or 3	5 or 3	120V / 1PH/ 60 HZ	82	https://www.noritz.com/product/nr83dvc/
NORITZ	NR66OD	recirc pump	Standard	0.5	6.6	5.3	140000	0.81		13.8	20.5	6.7	36	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	38	https://www.noritz.com/product/nr66od/
NORITZ	NR50OD	external	Standard	0.5	5	4.2	120000	0.81	0.84	13.8	20.5	6.7	33	0.75	0.5	N/A	N/A	120V / 1PH/ 60 HZ	35	https://www.noritz.com/product/nr50od/
NORITZ	NC199DVC	recirc pump	Concentric Direct Vent	0.5	9.8	7.5	199900	0.84	0.84	13.8	23.6	11	58	0.75	0.75	5 or 3	5 or 3	120V / 1PH/ 60 HZ	80	https://www.noritz.com/product/nc199dvc/
NORITZ	NC199OD	external	Standard	0.5	9.8	7.5	199900	0.84	0.84	13.8	23.6	11	54	0.75	0.75	N/A	N/A	120V / 1PH/ 60 HZ	65	https://www.noritz.com/product/nc199od/
NORITZ	NC380	recirc pump	Concentric Direct Vent	0.7	13.2	13.2	380000		0.8	19.1	19.7	11.8	66	0.75	0.75	5	5	120V / 1PH/ 60 HZ	137	https://www.noritz.com/product/nc380/
